concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label,embedding_similarity,keyword_overlap,suggested_label,reason
Applications to solve initial and boundary value problems,Fourier series of even and odd functions (simple functions,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,2,1,,0.0904,0.0667,0,Low sim=0.090
Applications to solve initial and boundary value problems,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,3,1,,0.1233,0.0769,0,Low sim=0.123
Applications to solve initial and boundary value problems,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,4,1,,0.1405,0.0833,0,Low sim=0.140
Applications to solve initial and boundary value problems,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,5,1,,0.0149,0.0,0,Low sim=0.015
Applications to solve initial and boundary value problems,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,6,1,,-0.0144,0.0667,0,Low sim=-0.014
Applications to solve initial and boundary value problems,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,7,1,,0.2664,0.0,0,No signal: sim=0.266 delta=7 kw=0.000
Parseval’s Identity (without proof) Fourier series of periodic,Fourier series of even and odd functions (simple functions,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.63,0.2143,1,High sim=0.630 + delta=1
Parseval’s Identity (without proof) Fourier series of periodic,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,2,1,,0.3657,0.0714,1,Adjacent topics: delta=2 + sim=0.366
Parseval’s Identity (without proof) Fourier series of periodic,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,3,1,,0.291,0.0,0,No signal: sim=0.291 delta=3 kw=0.000
Parseval’s Identity (without proof) Fourier series of periodic,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,4,1,,0.13,0.1333,0,Low sim=0.130
Parseval’s Identity (without proof) Fourier series of periodic,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,5,1,,-0.0991,0.0,0,Low sim=-0.099
Parseval’s Identity (without proof) Fourier series of periodic,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,6,1,,-0.0349,0.0588,0,Low sim=-0.035
Fourier series of even and odd functions (simple functions,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.3886,0.1667,1,Adjacent topics: delta=1 + sim=0.389
Fourier series of even and odd functions (simple functions,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,2,1,,0.2839,0.0833,1,Adjacent topics: delta=2 + sim=0.284
Fourier series of even and odd functions (simple functions,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,3,1,,0.1132,0.0667,0,Low sim=0.113
Fourier series of even and odd functions (simple functions,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,4,1,,-0.0358,0.0667,0,Low sim=-0.036
Fourier series of even and odd functions (simple functions,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,5,1,,0.0171,0.0,0,Low sim=0.017
Hal Frange Sine and Cosine Series,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.1887,0.1,0,No signal: sim=0.189 delta=1 kw=0.100
Hal Frange Sine and Cosine Series,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,2,1,,0.262,0.0,1,Adjacent topics: delta=2 + sim=0.262
Hal Frange Sine and Cosine Series,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,3,1,,0.0673,0.0769,0,Low sim=0.067
Hal Frange Sine and Cosine Series,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,4,1,,0.09,0.0,0,Low sim=0.090
"Harmonic function, Harmonic conjugate, and orthogonal",Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.0789,0.0,0,Low sim=0.079
"Harmonic function, Harmonic conjugate, and orthogonal",Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,2,1,,-0.014,0.0833,0,Low sim=-0.014
"Harmonic function, Harmonic conjugate, and orthogonal","Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,3,1,,0.0226,0.0,0,Low sim=0.023
Kar lPearson’s Coefficient of correlation(r) Spearman’s,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.4405,0.2308,1,Adjacent topics: delta=1 + sim=0.440
Kar lPearson’s Coefficient of correlation(r) Spearman’s,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,2,1,,0.1671,0.1333,0,No signal: sim=0.167 delta=2 kw=0.133
Rank correlation coefficient (R) (with repeated and non,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.0837,0.0625,0,Low sim=0.084
Overview of Data Structures: Revision of basic data structures (arrays,Introduction to Analysis of Algorithms Fundamentals of the analysis of algorithms: Time and Space,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343112,Advance Data Structure & Analysis,1,1,,0.3244,0.0625,1,Foundational kw + sim=0.324 + delta=1
Overview of Data Structures: Revision of basic data structures (arrays,Asymptotic notation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343112,Advance Data Structure & Analysis,2,1,,-0.0053,0.0,0,Low sim=-0.005
Introduction to Analysis of Algorithms Fundamentals of the analysis of algorithms: Time and Space,Asymptotic notation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343112,Advance Data Structure & Analysis,1,1,,0.1088,0.0,0,Low sim=0.109
"Database System Concepts, Architecture",Characteristics of Databases,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,1,1,,0.7484,0.0,1,High sim=0.748 + delta=1
"Database System Concepts, Architecture",File system v/s Database,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,2,1,,0.5864,0.2857,1,sim=0.586>=0.45 + delta=2<=5
"Database System Concepts, Architecture",DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,3,1,,0.7267,0.2,1,High sim=0.727 + delta=3
"Database System Concepts, Architecture",Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,4,1,,0.5539,0.0,1,sim=0.554>=0.45 + delta=4<=5
Characteristics of Databases,File system v/s Database,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,1,1,,0.5019,0.0,1,sim=0.502>=0.45 + delta=1<=5
Characteristics of Databases,DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,2,1,,0.6196,0.0,1,High sim=0.620 + delta=2
Characteristics of Databases,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,3,1,,0.5379,0.2,1,sim=0.538>=0.45 + delta=3<=5
File system v/s Database,DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,1,1,,0.5268,0.1667,1,sim=0.527>=0.45 + delta=1<=5
File system v/s Database,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,2,1,,0.3606,0.0,1,Adjacent topics: delta=2 + sim=0.361
DBMS system,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database Management System & Application,1,1,,0.525,0.0,1,sim=0.525>=0.45 + delta=1<=5
Functions ofSquare Matrix,Quadratic forms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied Mathematics Thinking-II,1,1,,0.403,0.0,1,Adjacent topics: delta=1 + sim=0.403
Functions ofSquare Matrix,Theorem to evaluate realintegrations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied Mathematics Thinking-II,2,1,,0.0648,0.0,0,Low sim=0.065
Functions ofSquare Matrix,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied Mathematics Thinking-II,3,1,,0.159,0.0,0,No signal: sim=0.159 delta=3 kw=0.000
Quadratic forms,Theorem to evaluate realintegrations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied Mathematics Thinking-II,1,1,,0.0368,0.0,0,Low sim=0.037
Quadratic forms,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied Mathematics Thinking-II,2,1,,0.0334,0.0,0,Low sim=0.033
Theorem to evaluate realintegrations,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied Mathematics Thinking-II,1,1,,0.0278,0.0,0,Low sim=0.028
System calls with examples for different OS,Selection of Scheduling,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,1,1,,0.1234,0.0,0,Low sim=0.123
System calls with examples for different OS,Algorithms  for  different  situations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,2,1,,0.2163,0.2222,1,Adjacent topics: delta=2 + sim=0.216
System calls with examples for different OS,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,3,1,,0.1898,0.0,0,No signal: sim=0.190 delta=3 kw=0.000
System calls with examples for different OS,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,4,1,,0.1009,0.0,0,Low sim=0.101
System calls with examples for different OS,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,5,1,,0.4898,0.25,1,sim=0.490>=0.45 + delta=5<=5
Selection of Scheduling,Algorithms  for  different  situations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,1,1,,0.4562,0.0,1,sim=0.456>=0.45 + delta=1<=5
Selection of Scheduling,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,2,1,,0.2926,0.0,1,Adjacent topics: delta=2 + sim=0.293
Selection of Scheduling,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,3,1,,0.1203,0.2,0,Low sim=0.120
Selection of Scheduling,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,4,1,,0.2145,0.1,0,No signal: sim=0.214 delta=4 kw=0.100
Algorithms  for  different  situations,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,1,1,,0.3399,0.0,1,Adjacent topics: delta=1 + sim=0.340
Algorithms  for  different  situations,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,2,1,,0.2304,0.0,1,Adjacent topics: delta=2 + sim=0.230
Algorithms  for  different  situations,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,3,1,,0.2194,0.2,0,No signal: sim=0.219 delta=3 kw=0.200
Real-time,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,1,1,,0.1423,0.0,0,Low sim=0.142
Real-time,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,2,1,,0.2171,0.0,1,Adjacent topics: delta=2 + sim=0.217
Implementation of Page,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,1,1,,0.1487,0.1,0,Low sim=0.149
Structure of a switch,Space Division Switching,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,1,1,,0.3131,0.0,1,Foundational kw + sim=0.313 + delta=1
Structure of a switch,Data Link Layer Data Link Control:  Framing ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,2,1,,0.1193,0.0,0,Low sim=0.119
Structure of a switch,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,3,1,,0.272,0.0,1,Foundational kw + sim=0.272 + delta=3
Structure of a switch,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,4,1,,0.0783,0.0,0,Low sim=0.078
Structure of a switch,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,5,1,,0.1327,0.0,0,Low sim=0.133
Structure of a switch,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,6,1,,0.0427,0.0,0,Low sim=0.043
Structure of a switch,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,7,1,,0.0511,0.0,0,Low sim=0.051
Structure of a switch,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,8,1,,0.1167,0.0,0,Low sim=0.117
Structure of a switch,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,9,1,,-0.0133,0.0,0,Low sim=-0.013
Structure of a switch,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,10,1,,0.0682,0.0,0,Low sim=0.068
Structure of a switch,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,11,1,,0.2657,0.0,0,No signal: sim=0.266 delta=11 kw=0.000
Structure of a switch,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,12,1,,0.1952,0.0,0,Far apart: delta=12 + sim=0.195
Structure of a switch,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,13,1,,0.0047,0.0,0,Low sim=0.005
Structure of a switch,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,14,1,,0.0091,0.0,0,Low sim=0.009
Space Division Switching,Data Link Layer Data Link Control:  Framing ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,1,1,,0.147,0.0,0,Low sim=0.147
Space Division Switching,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,2,1,,0.2066,0.0,1,Adjacent topics: delta=2 + sim=0.207
Space Division Switching,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,3,1,,0.1672,0.0,0,No signal: sim=0.167 delta=3 kw=0.000
Space Division Switching,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,4,1,,0.1945,0.0,0,No signal: sim=0.194 delta=4 kw=0.000
Space Division Switching,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,5,1,,0.0481,0.0,0,Low sim=0.048
Space Division Switching,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,6,1,,0.1059,0.0,0,Low sim=0.106
Space Division Switching,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,7,1,,0.2054,0.0,0,No signal: sim=0.205 delta=7 kw=0.000
Space Division Switching,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,8,1,,0.0431,0.0,0,Low sim=0.043
Space Division Switching,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,9,1,,0.0805,0.0,0,Low sim=0.080
Space Division Switching,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,10,1,,0.0648,0.0,0,Low sim=0.065
Space Division Switching,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,11,1,,0.1628,0.0,0,No signal: sim=0.163 delta=11 kw=0.000
Space Division Switching,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,12,1,,0.0242,0.0,0,Low sim=0.024
Space Division Switching,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,13,1,,0.014,0.0,0,Low sim=0.014
Space Division Switching,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network & Network Design,14,1,,0.1212,0.0,0,Low sim=0.121
