concept_a,concept_b,source_syllabus,order_delta,label,reason,domain_match,Course_Code,course_name,embedding_similarity,keyword_overlap
Maximum Power Transfer Theorem,Single-Phase induction motors,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1115,0.0
Maximum Power Transfer Theorem,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1177,0.0
Maximum Power Transfer Theorem,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.145,0.0
AC Circuits: Generation of alternating voltage,Single-phase ac series,6.14N-CSE-AIML.pdf,1,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.4646,0.1111
AC Circuits: Generation of alternating voltage,RLC combinations,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1959,0.0
AC Circuits: Generation of alternating voltage,Series and parallel,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1012,0.0
AC Circuits: Generation of alternating voltage,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2237,0.0
AC Circuits: Generation of alternating voltage,Transformer losses,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2132,0.0
AC Circuits: Generation of alternating voltage,Single-Phase induction motors,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2498,0.0
AC Circuits: Generation of alternating voltage,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1928,0.0
AC Circuits: Generation of alternating voltage,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2077,0.0
Single-phase ac series,RLC combinations,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2361,0.0
Single-phase ac series,Series and parallel,6.14N-CSE-AIML.pdf,2,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3735,0.1667
Single-phase ac series,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.5158,0.25
Single-phase ac series,Transformer losses,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1714,0.0
Single-phase ac series,Single-Phase induction motors,6.14N-CSE-AIML.pdf,5,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.5232,0.3333
Single-phase ac series,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1128,0.0
Single-phase ac series,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0548,0.0
RLC combinations,Series and parallel,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1097,0.0
RLC combinations,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0544,0.0
RLC combinations,Transformer losses,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1141,0.0
RLC combinations,Single-Phase induction motors,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,-0.0099,0.0
RLC combinations,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0662,0.0
RLC combinations,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,-0.0515,0.0
Series and parallel,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1058,0.0
Series and parallel,Transformer losses,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1353,0.0
Series and parallel,Single-Phase induction motors,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1831,0.0
Series and parallel,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0044,0.0
Series and parallel,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0553,0.0
Single Phase Transformer: (Numerical are not,Transformer losses,6.14N-CSE-AIML.pdf,1,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.44,0.1429
Single Phase Transformer: (Numerical are not,Single-Phase induction motors,6.14N-CSE-AIML.pdf,2,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.4492,0.25
Single Phase Transformer: (Numerical are not,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,3,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3061,0.3333
Single Phase Transformer: (Numerical are not,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,4,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2263,0.3333
Transformer losses,Single-Phase induction motors,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0906,0.0
Transformer losses,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1698,0.0
Transformer losses,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0575,0.0
Single-Phase induction motors,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1096,0.0
Single-Phase induction motors,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0742,0.0
Special Purpose Diodes: (Numerical are not,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,1,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.4065,0.3333
Fundamentals of Communication,1. Situational Application of Fundamentals of  Communication 1.2. Case Studies on Fundamentals of Communication,6.14N-CSE-AIML.pdf,1,1,,1.0,AEL101,Professional Communication and Ethics,0.8124,0.3
Fundamentals of Communication,Developing Basic Listening Skills,6.14N-CSE-AIML.pdf,2,1,,1.0,AEL101,Professional Communication and Ethics,0.3633,0.0
1. Situational Application of Fundamentals of  Communication 1.2. Case Studies on Fundamentals of Communication,Developing Basic Listening Skills,6.14N-CSE-AIML.pdf,1,0,,1.0,AEL101,Professional Communication and Ethics,0.2679,0.0
Linear Differential Equation with constant coefficient‐,Method of variation ofparameters,6.14N-CSE-AIML.pdf,1,0,,1.0,BSC201,Course Code Course Name,0.0107,0.0
Linear Differential Equation with constant coefficient‐,# Self learning topics: Cauchy’s homogeneous linear differential,6.14N-CSE-AIML.pdf,2,0,,1.0,BSC201,Course Code Course Name,0.2437,0.1667
Linear Differential Equation with constant coefficient‐,Applications of Higher,6.14N-CSE-AIML.pdf,3,0,,1.0,BSC201,Course Code Course Name,-0.0993,0.0
Linear Differential Equation with constant coefficient‐,Designing Nano computer,6.14N-CSE-AIML.pdf,4,0,,1.0,BSC201,Course Code Course Name,-0.0176,0.0
Linear Differential Equation with constant coefficient‐,Digital Image Processing - Rafael C. Gonzalez,6.14N-CSE-AIML.pdf,5,0,,1.0,BSC201,Course Code Course Name,0.0007,0.0
Linear Differential Equation with constant coefficient‐,A Textbook of Nanoscience and Nanotechnology,6.14N-CSE-AIML.pdf,6,0,,1.0,BSC201,Course Code Course Name,0.0542,0.0
Method of variation ofparameters,# Self learning topics: Cauchy’s homogeneous linear differential,6.14N-CSE-AIML.pdf,1,0,,1.0,BSC201,Course Code Course Name,0.1925,0.0
Method of variation ofparameters,Applications of Higher,6.14N-CSE-AIML.pdf,2,0,,1.0,BSC201,Course Code Course Name,0.066,0.1667
Method of variation ofparameters,Designing Nano computer,6.14N-CSE-AIML.pdf,3,0,,1.0,BSC201,Course Code Course Name,0.0177,0.0
Method of variation ofparameters,Digital Image Processing - Rafael C. Gonzalez,6.14N-CSE-AIML.pdf,4,0,,1.0,BSC201,Course Code Course Name,0.202,0.0
Method of variation ofparameters,A Textbook of Nanoscience and Nanotechnology,6.14N-CSE-AIML.pdf,5,0,,1.0,BSC201,Course Code Course Name,0.0363,0.1111
# Self learning topics: Cauchy’s homogeneous linear differential,Applications of Higher,6.14N-CSE-AIML.pdf,1,0,,1.0,BSC201,Course Code Course Name,0.1304,0.0
# Self learning topics: Cauchy’s homogeneous linear differential,Designing Nano computer,6.14N-CSE-AIML.pdf,2,0,,1.0,BSC201,Course Code Course Name,0.1306,0.0
# Self learning topics: Cauchy’s homogeneous linear differential,Digital Image Processing - Rafael C. Gonzalez,6.14N-CSE-AIML.pdf,3,0,,1.0,BSC201,Course Code Course Name,0.2283,0.0
# Self learning topics: Cauchy’s homogeneous linear differential,A Textbook of Nanoscience and Nanotechnology,6.14N-CSE-AIML.pdf,4,0,,1.0,BSC201,Course Code Course Name,0.3315,0.0
Applications of Higher,Designing Nano computer,6.14N-CSE-AIML.pdf,1,0,,1.0,BSC201,Course Code Course Name,0.157,0.0
Applications of Higher,Digital Image Processing - Rafael C. Gonzalez,6.14N-CSE-AIML.pdf,2,0,,1.0,BSC201,Course Code Course Name,0.1803,0.0
Applications of Higher,A Textbook of Nanoscience and Nanotechnology,6.14N-CSE-AIML.pdf,3,0,,1.0,BSC201,Course Code Course Name,0.1598,0.125
Designing Nano computer,Digital Image Processing - Rafael C. Gonzalez,6.14N-CSE-AIML.pdf,1,0,,1.0,BSC201,Course Code Course Name,0.1155,0.0
Designing Nano computer,A Textbook of Nanoscience and Nanotechnology,6.14N-CSE-AIML.pdf,2,1,,1.0,BSC201,Course Code Course Name,0.4999,0.0
Digital Image Processing - Rafael C. Gonzalez,A Textbook of Nanoscience and Nanotechnology,6.14N-CSE-AIML.pdf,1,0,,1.0,BSC201,Course Code Course Name,0.1625,0.0
Divide a line into equal number of parts,Divide a circle into equal number of parts,6.14N-CSE-AIML.pdf,1,1,,1.0,ESC201,Engineering Graphics,0.6874,0.7778
Divide a line into equal number of parts,Comment (Prerequisite syllabus should not be,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC201,Engineering Graphics,0.0261,0.0
Divide a circle into equal number of parts,Comment (Prerequisite syllabus should not be,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC201,Engineering Graphics,0.041,0.0
Introduction to Python,Input and output,6.14N-CSE-AIML.pdf,1,0,,1.0,VSEC202,Python Programming,0.2758,0.0
Introduction to Python,Data Structures- list,6.14N-CSE-AIML.pdf,2,0,,1.0,VSEC202,Python Programming,0.2755,0.0
Introduction to Python,"Advanced Python Concepts 5.1   Regular Expressions, Pattern matching, Regex functions",6.14N-CSE-AIML.pdf,3,1,,1.0,VSEC202,Python Programming,0.5833,0.0769
Input and output,Data Structures- list,6.14N-CSE-AIML.pdf,1,0,,1.0,VSEC202,Python Programming,0.195,0.0
Input and output,"Advanced Python Concepts 5.1   Regular Expressions, Pattern matching, Regex functions",6.14N-CSE-AIML.pdf,2,0,,1.0,VSEC202,Python Programming,0.1779,0.0
Data Structures- list,"Advanced Python Concepts 5.1   Regular Expressions, Pattern matching, Regex functions",6.14N-CSE-AIML.pdf,1,0,,1.0,VSEC202,Python Programming,0.2232,0.0
1. Circular functions of complex number and Hyperbolic,Electrical circuits,6.19-N-EXTC.pdf,1,0,,1.0,BSC101,Course Code Course Name,0.1172,0.0
) For NSS /NCC,The students shall earn marks for all relevant activities,6.19-N-EXTC.pdf,1,0,,1.0,CC201,Social Science and Community Services 2*+2,0.2276,0.0909
1. Circular functions of complex number and Hyperbolic,1.Partial Differentiation: Function of two and three,6.28N-DS.pdf,2,0,,1.0,BSC101,Course Code Course Name,0.2988,0.2308
1. Circular functions of complex number and Hyperbolic,Partial derivatives of first and higher order,6.28N-DS.pdf,3,0,,1.0,BSC101,Course Code Course Name,0.1685,0.1538
1. Circular functions of complex number and Hyperbolic,Differentiation of composite function,6.28N-DS.pdf,4,0,,1.0,BSC101,Course Code Course Name,0.1104,0.0909
1. Circular functions of complex number and Hyperbolic,2.Euler’s Theorem on Homogeneous functions with two,6.28N-DS.pdf,5,0,,1.0,BSC101,Course Code Course Name,0.3291,0.0625
1. Circular functions of complex number and Hyperbolic,# Self-learning topics:Total differentials,6.28N-DS.pdf,6,0,,1.0,BSC101,Course Code Course Name,0.0552,0.0
1. Circular functions of complex number and Hyperbolic,Euler’s Theorem,6.28N-DS.pdf,7,0,,1.0,BSC101,Course Code Course Name,0.2599,0.0
Electrical circuits,1.Partial Differentiation: Function of two and three,6.28N-DS.pdf,1,0,,1.0,BSC101,Course Code Course Name,0.2336,0.0
Electrical circuits,Partial derivatives of first and higher order,6.28N-DS.pdf,2,0,,1.0,BSC101,Course Code Course Name,0.1135,0.0
Electrical circuits,Differentiation of composite function,6.28N-DS.pdf,3,0,,1.0,BSC101,Course Code Course Name,0.1095,0.0
Electrical circuits,2.Euler’s Theorem on Homogeneous functions with two,6.28N-DS.pdf,4,0,,1.0,BSC101,Course Code Course Name,0.1503,0.0
Electrical circuits,# Self-learning topics:Total differentials,6.28N-DS.pdf,5,0,,1.0,BSC101,Course Code Course Name,0.1275,0.0
Electrical circuits,Euler’s Theorem,6.28N-DS.pdf,6,0,,1.0,BSC101,Course Code Course Name,0.1646,0.0
1.Partial Differentiation: Function of two and three,Partial derivatives of first and higher order,6.28N-DS.pdf,1,1,,1.0,BSC101,Course Code Course Name,0.6491,0.25
1.Partial Differentiation: Function of two and three,Differentiation of composite function,6.28N-DS.pdf,2,1,,1.0,BSC101,Course Code Course Name,0.5364,0.3333
1.Partial Differentiation: Function of two and three,2.Euler’s Theorem on Homogeneous functions with two,6.28N-DS.pdf,3,0,,1.0,BSC101,Course Code Course Name,0.3256,0.0625
1.Partial Differentiation: Function of two and three,# Self-learning topics:Total differentials,6.28N-DS.pdf,4,0,,1.0,BSC101,Course Code Course Name,0.24,0.0
1.Partial Differentiation: Function of two and three,Euler’s Theorem,6.28N-DS.pdf,5,0,,1.0,BSC101,Course Code Course Name,0.1931,0.0
Partial derivatives of first and higher order,Differentiation of composite function,6.28N-DS.pdf,1,1,,1.0,BSC101,Course Code Course Name,0.4749,0.1
Partial derivatives of first and higher order,2.Euler’s Theorem on Homogeneous functions with two,6.28N-DS.pdf,2,0,,1.0,BSC101,Course Code Course Name,0.1752,0.0
Partial derivatives of first and higher order,# Self-learning topics:Total differentials,6.28N-DS.pdf,3,0,,1.0,BSC101,Course Code Course Name,0.147,0.0
Partial derivatives of first and higher order,Euler’s Theorem,6.28N-DS.pdf,4,0,,1.0,BSC101,Course Code Course Name,0.0637,0.0
Differentiation of composite function,2.Euler’s Theorem on Homogeneous functions with two,6.28N-DS.pdf,1,0,,1.0,BSC101,Course Code Course Name,0.2742,0.0
Differentiation of composite function,# Self-learning topics:Total differentials,6.28N-DS.pdf,2,0,,1.0,BSC101,Course Code Course Name,0.187,0.0
Differentiation of composite function,Euler’s Theorem,6.28N-DS.pdf,3,0,,1.0,BSC101,Course Code Course Name,0.1732,0.0
2.Euler’s Theorem on Homogeneous functions with two,# Self-learning topics:Total differentials,6.28N-DS.pdf,1,0,,1.0,BSC101,Course Code Course Name,0.1773,0.0
2.Euler’s Theorem on Homogeneous functions with two,Euler’s Theorem,6.28N-DS.pdf,2,1,,1.0,BSC101,Course Code Course Name,0.6269,0.3333
# Self-learning topics:Total differentials,Euler’s Theorem,6.28N-DS.pdf,1,0,,1.0,BSC101,Course Code Course Name,0.1443,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Ideal and Practical Voltage and Current,6.28N-DS.pdf,1,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3338,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Mesh and Nodal,6.28N-DS.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2037,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Analysis (no super node and super mesh) Star-Delta /,6.28N-DS.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1681,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Delta-Star Transformations,6.28N-DS.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1338,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Thevenin’s Theorem,6.28N-DS.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.196,0.1111
DC Circuits: (Only independent sources) Kirchhoff’s,Maximum Power Transfer Theorem,6.28N-DS.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2494,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,AC Circuits: Generation of alternating voltage,6.28N-DS.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.4181,0.0833
DC Circuits: (Only independent sources) Kirchhoff’s,Single-phase ac series,6.28N-DS.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2921,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,RLC combinations,6.28N-DS.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.273,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Series and parallel,6.28N-DS.pdf,10,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1773,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Single Phase Transformer: (Numerical are not,6.28N-DS.pdf,11,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1625,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Transformer losses,6.28N-DS.pdf,12,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1848,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Single-Phase induction motors,6.28N-DS.pdf,13,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1053,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Special Purpose Diodes: (Numerical are not,6.28N-DS.pdf,14,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2175,0.0
DC Circuits: (Only independent sources) Kirchhoff’s,Introduction to Transistors: (Numerical are not,6.28N-DS.pdf,15,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2639,0.0
